,Naam,name_in_all_elections,name_in_elected_people,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,totaal aantal stemmen,hoeveelste_in_verkiezing,gewonnen,marginal_winner,marginal_loser,margin,consequential_election,hoelang_tussen_1_en_2,hoelang_tussen_1_en_laatst,hoeveel_distr_deze_verk,hoeveelste_keer_prob,hoeveelste_keer_prob_alg,hoeveelste_keer_gewonnen,hoeveelste_keer_gewonnen_alg,hoeveelste_keer_gewonnen_tweedeproxy,hoevaak_gewonnen_alltime,hoevaak_gewonnen_verleden,hoevaak_gewonnen_toekomst,name_politician_data,b1-nummer,naam,deflated_wealth,verk_2_gewonnen,verk_3_gewonnen,verk_4_gewonnen,verk_5_gewonnen,verk_6_gewonnen,verk_7_gewonnen,verk_8_gewonnen,verk_9_gewonnen,verk_10_gewonnen
70,mr. R.J. graaf van Schimmelpenninck,mr. R.J. graaf van Schimmelpenninck,R.J. graaf van Schimmelpenninck,DT/DZH,978.0,43.52%,Alkmaar,1871-06-13,periodiek,3215,2256,2256,2247,6,1.0,1124,2232.0,2,0,0,1,-0.12365591397849462,1,5201 days 00:00:00,12502 days,1,8,6,,,0,8,3,5,R.J. graaf Schimmelpenninck van Nijenhuis,01202,R.J. graaf Schimmelpenninck van Nijenhuis,53035.91186180322,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
71,jhr.mr. C. van Foreest,jhr.mr. C. van Foreest,C. van Foreest,(DT)*,1270.0,51.56%,Alkmaar,1873-06-10,periodiek,3330,2472,2472,2463,3,1.0,1232,2432.0,1,1,1,0,0.044407894736842105,1,994 days 00:00:00,8323 days,1,15,11,11,7,1,9,8,0,C. van Foreest,00416,C. van Foreest,,,,,,,,,,
72,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,(AH)*,1162.0,47.18%,Alkmaar,1873-06-10,periodiek,3330,2472,2472,2463,3,1.0,1232,2432.0,2,0,0,1,-0.044407894736842105,1,449 days 00:00:00,12645 days,1,4,3,,,0,11,0,11,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
73,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,(AH)*,1729.0,61.95%,Alkmaar,1875-06-08,periodiek,3514,2795,2795,2791,3,1.0,1396,5511.0,1,1,1,0,0.001996007984031936,1,1238 days 00:00:00,10677 days,1,12,9,4,4,1,8,2,5,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,1.0,1.0,0.0,1.0,1.0,,,,
74,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,,1718.0,61.82%,Alkmaar,1875-06-08,tussentijds,3514,2794,2794,2779,4,1.0,1390,5511.0,2,0,0,1,-0.001996007984031936,1,449 days 00:00:00,12645 days,1,6,5,,,1,11,0,10,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
75,mr. D.C.A. graaf van Hogendorp,,,,865.0,31.13%,Alkmaar,1875-06-08,tussentijds,3514,2794,2794,2779,4,1.0,1390,5511.0,3,0,0,0,-0.1567773543821448,1,-2694 days +00:00:00,2694 days,1,4,4,,,0,0,0,0,,,,106835.154216778,,,,,,,,,
76,jhr. F. de Casembroot,jhr. F. de Casembroot,F. de Casembroot,DZH(DT),862.0,30.89%,Alkmaar,1875-06-08,periodiek,3514,2795,2795,2791,3,1.0,1396,5511.0,4,0,0,0,-0.15732172019597168,1,0 days 00:00:00,4760 days,2,5,5,,,0,5,3,2,F. de Casembroot,00255,F. de Casembroot,1559.6560161487414,0.0,,,,,,,,
77,mr. B.J.L. baron van Geer van Jutphaas,mr. B.J.L. baron van Geer van Jutphaas,B.J.L. baron van Geer van Jutphaas,,169.0,6.08%,Alkmaar,1875-06-08,tussentijds,3514,2794,2794,2779,4,1.0,1390,5511.0,5,0,0,0,-0.28307022318998365,1,3430 days 00:00:00,12054 days,2,14,14,,,0,5,0,5,B.J.  Lintelo baron de Geer van Jutphaas,00433,B.J.  Lintelo baron de Geer van Jutphaas,230821.4165673274,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
78,jhr.mr. A.F. de Savornin Lohman,jhr.mr. A.F. de Savornin Lohman,A.F. de Savornin Lohman,AR,168.0,6.02%,Alkmaar,1875-06-08,periodiek,3514,2795,2795,2791,3,1.0,1396,5511.0,6,0,0,0,-0.2832516784612593,1,735 days 00:00:00,15347 days,5,5,5,,,0,13,0,13,A.F. de Savornin Lohman,01177,A.F. de Savornin Lohman,84837.26570317429,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
79,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,,1639.0,95.18%,Alkmaar,1877-06-12,tussentijds,3734,2087,2087,1722,48,1.0,861,3810.0,1,1,1,0,0.007086614173228346,1,449 days 00:00:00,12645 days,2,8,7,1,1,2,11,1,8,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
80,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,(AH)*,1612.0,76.33%,Alkmaar,1877-06-12,periodiek,3734,2124,2124,2112,9,1.0,1056,3810.0,2,0,0,1,-0.007086614173228346,1,449 days 00:00:00,12645 days,2,8,7,,,2,11,1,8,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
81,G. Fabius,G. Fabius,G.  Fabius,,414.0,19.60%,Alkmaar,1877-06-12,periodiek,3734,2124,2124,2112,9,1.0,1056,3810.0,3,0,0,0,-0.3215223097112861,1,-1694 days +00:00:00,1694 days,2,6,4,,,0,1,1,0,G.  Fabius,00395,G.  Fabius,3082.9510641146703,,,,,,,,,
82,A. Brummelkamp sr.,,,AR,76.0,3.60%,Alkmaar,1877-06-12,periodiek,3734,2124,2124,2112,9,1.0,1056,3810.0,4,0,0,0,-0.41023622047244096,1,0 days 00:00:00,1463 days,6,9,9,,,0,0,0,0,,,,21933.739834981,,,,,,,,,
83,A. Brummelkamp sr.,,,,69.0,4.01%,Alkmaar,1877-06-12,tussentijds,3734,2087,2087,1722,48,1.0,861,3810.0,5,0,0,0,-0.4120734908136483,1,0 days 00:00:00,1463 days,6,9,9,,,0,0,0,0,,,,21933.739834981,,,,,,,,,
84,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,(AH)*,1157.0,57.73%,Alkmaar,1879-06-10,periodiek,3940,2013,2013,2004,7,1.0,1002,1995.0,1,1,1,0,0.19949874686716793,1,1238 days 00:00:00,10677 days,1,13,10,5,5,1,8,3,4,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,1.0,0.0,1.0,1.0,,,,,
85,mr. J. Heemskerk Azn.,mr. J. Heemskerk Azn.,J.  Heemskerk Azn.,,759.0,37.87%,Alkmaar,1879-06-10,periodiek,3940,2013,2013,2004,7,1.0,1002,1995.0,2,0,0,1,-0.19949874686716793,1,3263 days 00:00:00,13777 days,1,14,10,,,0,4,4,0,J.  Heemskerk,00538,J.  Heemskerk,1430.3669240207687,,,,,,,,,
86,mr. J. Heemskerk Azn.,mr. J. Heemskerk Azn.,J.  Heemskerk Azn.,,759.0,37.87%,Alkmaar,1879-06-10,periodiek,3940,2013,2013,2004,7,1.0,1002,1995.0,2,0,0,1,-0.19949874686716793,1,3263 days 00:00:00,13777 days,1,14,10,,,0,4,4,0,J.  Heemskerk,00537,J.  Heemskerk,554414.5607918405,,,,,,,,,
87,H.W. van Marle,,,AR,79.0,3.94%,Alkmaar,1879-06-10,periodiek,3940,2013,2013,2004,7,1.0,1002,1995.0,3,0,0,0,-0.5403508771929825,1,2562 days 00:00:00,8052 days,2,2,2,,,0,0,0,0,,,,54521.4236565309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,(AH)*,1305.0,61.01%,Alkmaar,1881-06-14,periodiek,4080,2147,2148,2139,7,1.0,1070,2127.0,1,1,1,0,0.31734837799717913,1,449 days 00:00:00,12645 days,1,9,8,2,2,1,11,3,7,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
89,W. Bos,,,(DT)*,630.0,29.45%,Alkmaar,1881-06-14,periodiek,4080,2147,2148,2139,7,1.0,1070,2127.0,2,0,0,1,-0.31734837799717913,1,728 days 00:00:00,3661 days,1,1,1,,,0,0,0,0,,,,24844.1797021256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,mr. S. baron van Heemstra 2,mr. S. baron van Heemstra 2,S. baron van Heemstra 2,AR,192.0,8.98%,Alkmaar,1881-06-14,periodiek,4080,2147,2148,2139,7,1.0,1070,2127.0,3,0,0,0,-0.5232722143864598,1,0 days 00:00:00,10958 days,4,5,5,,,0,4,0,4,S. baron van Heemstra,00542,S. baron van Heemstra,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
91,mr. S. baron van Heemstra 2,mr. S. baron van Heemstra 2,S. baron van Heemstra 2,AR,192.0,8.98%,Alkmaar,1881-06-14,periodiek,4080,2147,2148,2139,7,1.0,1070,2127.0,3,0,0,0,-0.5232722143864598,1,0 days 00:00:00,10958 days,4,5,5,,,0,4,0,4,S. baron van Heemstra,00543,S. baron van Heemstra,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
92,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,(AH)*,1336.0,57.29%,Alkmaar,1883-06-12,periodiek,4021,2350,2349,2332,14,1.0,1166,2312.0,1,1,1,0,0.29930795847750863,1,1238 days 00:00:00,10677 days,1,14,11,6,6,1,8,4,3,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,0.0,1.0,1.0,,,,,,
93,W. Bos,,,(DT)*,644.0,27.62%,Alkmaar,1883-06-12,periodiek,4021,2350,2349,2332,14,1.0,1166,2312.0,2,0,0,1,-0.29930795847750863,1,728 days 00:00:00,3661 days,1,2,2,,,0,0,0,0,,,,24844.1797021256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
94,jhr.mr. M.A. de Savornin Lohman,jhr.mr. M.A. de Savornin Lohman,M.A. de Savornin Lohman,AR,332.0,14.24%,Alkmaar,1883-06-12,periodiek,4021,2350,2349,2332,14,1.0,1166,2312.0,3,0,0,0,-0.4342560553633218,1,504 days 00:00:00,2571 days,5,7,7,,,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
95,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,(AH)*,1568.0,58.99%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,1,1,0,0,0.1482889733840304,1,449 days 00:00:00,12645 days,1,10,9,3,3,1,11,4,6,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,(AH)*,1167.0,43.91%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,2,1,1,0,0.07205323193916349,1,1238 days 00:00:00,10677 days,1,15,12,7,7,0,8,5,3,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,1.0,1.0,,,,,,,
97,W. Bos,,,(DT)*,788.0,29.65%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,3,0,0,1,-0.07205323193916349,1,728 days 00:00:00,3661 days,2,4,4,,,0,0,0,0,,,,24844.1797021256,0.0,0.0,0.0,0.0,0.0,,,,
98,mr. J.A.N. Travaglino,mr. J.A.N. Travaglino,J.A.N.  Travaglino,(DT)*,755.0,28.40%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,4,0,0,0,-0.07832699619771863,1,-1967 days +00:00:00,8039 days,3,5,5,,,0,4,0,4,J.A.N.  Travaglino,01374,J.A.N.  Travaglino,556801.6411388424,0.0,1.0,1.0,1.0,,,,,
99,mr. W.H. de Beaufort,mr. W.H. de Beaufort,W.H. de Beaufort,,410.0,15.43%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,5,0,0,0,-0.14391634980988594,1,3451 days 00:00:00,15046 days,3,7,7,,,1,18,2,15,W.H. de Beaufort,00071,W.H. de Beaufort,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
100,mr. W.H. de Beaufort,mr. W.H. de Beaufort,W.H. de Beaufort,,410.0,15.43%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,5,0,0,0,-0.14391634980988594,1,3451 days 00:00:00,15046 days,3,7,7,,,1,18,2,15,W.H. de Beaufort,00070,W.H. de Beaufort,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
101,jhr.mr. M.A. de Savornin Lohman,jhr.mr. M.A. de Savornin Lohman,M.A. de Savornin Lohman,AR,293.0,11.02%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,6,0,0,0,-0.1661596958174905,1,504 days 00:00:00,2571 days,5,12,12,,,0,1,1,0,,,,,0.0,0.0,0.0,,,,,,
102,mr. B.J.L. baron van Geer van Jutphaas,mr. B.J.L. baron van Geer van Jutphaas,B.J.L. baron van Geer van Jutphaas,AR,279.0,10.50%,Alkmaar,1884-10-28,algemeen,4034,2674,2674,5316,24,2.0,1329,5260.0,7,0,0,0,-0.1688212927756654,1,3430 days 00:00:00,12054 days,4,20,20,,,0,5,0,5,B.J.  Lintelo baron de Geer van Jutphaas,00433,B.J.  Lintelo baron de Geer van Jutphaas,230821.4165673274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,,1917.0,63.56%,Alkmaar,1884-11-11,herstemming,4034,3034,3035,3016,13,1.0,1508,3016.0,1,1,1,0,0.27122015915119363,1,1238 days 00:00:00,10677 days,1,16,12,8,7,1,8,5,2,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,1.0,1.0,,,,,,,
104,W. Bos,,,DT(AR),1099.0,36.44%,Alkmaar,1884-11-11,herstemming,4034,3034,3035,3016,13,1.0,1508,3016.0,2,0,0,1,-0.27122015915119363,1,728 days 00:00:00,3661 days,1,5,4,,,0,0,0,0,,,,24844.1797021256,0.0,0.0,0.0,0.0,0.0,,,,
105,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,(AH)*,1938.0,59.09%,Alkmaar,1886-06-15,algemeen,4243,3291,3291,6559,15,2.0,1640,6518.0,1,1,0,0,0.08852408714329549,1,449 days 00:00:00,12645 days,1,11,10,4,4,1,11,5,5,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
106,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,(AH)*,1898.0,57.87%,Alkmaar,1886-06-15,algemeen,4243,3291,3291,6559,15,2.0,1640,6518.0,2,1,1,0,0.08238723534826634,1,1238 days 00:00:00,10677 days,1,17,13,9,8,1,8,6,1,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,1.0,,,,,,,,
107,jhr. C. Hartsen,,,(DT)*,1361.0,41.50%,Alkmaar,1886-06-15,algemeen,4243,3291,3291,6559,15,2.0,1640,6518.0,3,0,0,1,-0.08238723534826634,1,497 days 00:00:00,5593 days,2,3,3,,,0,0,0,0,,,,,0.0,,,,,,,,
108,H.W. van Marle,,,AR(DT),1321.0,40.28%,Alkmaar,1886-06-15,algemeen,4243,3291,3291,6559,15,2.0,1640,6518.0,4,0,0,0,-0.08852408714329549,1,2562 days 00:00:00,8052 days,2,12,11,,,0,0,0,0,,,,54521.4236565309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,,1356.0,75.42%,Alkmaar,1887-09-01,algemeen,4165,1835,1837,3596,72,2.0,899,3472.0,1,1,0,0,0.3061635944700461,1,449 days 00:00:00,12645 days,2,13,12,5,5,1,11,6,4,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,0.0,0.0,0.0,0.0,,,
110,mr. J.L. de Bruyn Kops,mr. J.L. de Bruyn Kops,J.L. de Bruyn Kops,,1348.0,74.97%,Alkmaar,1887-09-01,algemeen,4165,1835,1837,3596,72,2.0,899,3472.0,2,1,1,0,0.3038594470046083,1,1238 days 00:00:00,10677 days,1,18,14,10,9,1,8,7,0,J.L. de Bruijn Kops,00232,J.L. de Bruijn Kops,25890.95000500757,,,,,,,,,
111,mr. Th. Heemskerk,mr. Th. Heemskerk,Th.  Heemskerk,,293.0,16.30%,Alkmaar,1887-09-01,algemeen,4165,1835,1837,3596,72,2.0,899,3472.0,3,0,0,1,-0.3038594470046083,1,-443 days +00:00:00,6952 days,8,13,13,,,0,6,0,6,Th.  Heemskerk,00540,Th.  Heemskerk,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
112,H.W. van Marle,,,,281.0,15.63%,Alkmaar,1887-09-01,algemeen,4165,1835,1837,3596,72,2.0,899,3472.0,4,0,0,0,-0.30731566820276496,1,2562 days 00:00:00,8052 days,3,15,14,,,0,0,0,0,,,,54521.4236565309,0.0,0.0,0.0,0.0,0.0,0.0,,,
113,W. Bos,,,,194.0,10.79%,Alkmaar,1887-09-01,algemeen,4165,1835,1837,3596,72,2.0,899,3472.0,5,0,0,0,-0.3323732718894009,1,728 days 00:00:00,3661 days,2,8,7,,,0,0,0,0,,,,24844.1797021256,0.0,0.0,,,,,,,
114,mr. I.A. Levy,mr. I.A. Levy,I.A.  Levy,,1306.0,56.46%,Alkmaar,1887-10-25,tussentijds,4165,2326,2326,2313,7,1.0,1157,2294.0,1,1,1,0,0.13862249346120314,1,133 days 00:00:00,8767 days,1,2,2,1,1,1,3,0,2,I.A.  Levy,00809,I.A.  Levy,23835.878957999717,0.0,0.0,1.0,0.0,0.0,0.0,,,
115,jhr. C. Hartsen,,,,988.0,42.72%,Alkmaar,1887-10-25,tussentijds,4165,2326,2326,2313,7,1.0,1157,2294.0,2,0,0,1,-0.13862249346120314,1,497 days 00:00:00,5593 days,1,4,4,,,0,0,0,0,,,,,0.0,,,,,,,,
116,jhr. C. Hartsen,,,C(Ka),1492.0,34.52%,Alkmaar,1888-03-06,algemeen,4797,4332,4332,4322,1,1.0,2161,4319.0,1,1,1,0,0.00046307015512850195,0,497 days 00:00:00,5593 days,1,5,5,1,1,0,0,0,0,,,,,,,,,,,,,
117,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,Lib,1490.0,34.47%,Alkmaar,1888-03-06,algemeen,4797,4332,4332,4322,1,1.0,2161,4319.0,2,0,0,1,-0.00046307015512850195,0,449 days 00:00:00,12645 days,1,14,13,,,0,11,7,4,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,0.0,0.0,0.0,,,,
118,mr. I.A. Levy,mr. I.A. Levy,I.A.  Levy,,954.0,22.07%,Alkmaar,1888-03-06,algemeen,4797,4332,4332,4322,1,1.0,2161,4319.0,3,0,0,0,-0.12456587172956703,0,133 days 00:00:00,8767 days,2,4,4,,,0,3,1,2,I.A.  Levy,00809,I.A.  Levy,23835.878957999717,0.0,1.0,0.0,0.0,,,,,
119,H.W. van Marle,,,AR,255.0,5.90%,Alkmaar,1888-03-06,algemeen,4797,4332,4332,4322,1,1.0,2161,4319.0,4,0,0,0,-0.28640889094697847,0,2562 days 00:00:00,8052 days,3,18,17,,,0,0,0,0,,,,54521.4236565309,0.0,0.0,0.0,,,,,,
120,W.F. Stoel,,,Rad,128.0,2.96%,Alkmaar,1888-03-06,algemeen,4797,4332,4332,4322,1,1.0,2161,4319.0,5,0,0,0,-0.3158138457976383,0,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
121,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,Lib,2470.0,56.51%,Alkmaar,1888-03-20,herstemming,4797,4380,4384,4371,6,1.0,2186,4371.0,1,1,1,0,0.13017616106154198,1,449 days 00:00:00,12645 days,1,15,13,6,5,1,11,7,3,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,0.0,0.0,0.0,,,,
122,jhr. C. Hartsen,,,C(AR/Ka),1901.0,43.49%,Alkmaar,1888-03-20,herstemming,4797,4380,4384,4371,6,1.0,2186,4371.0,2,0,0,1,-0.13017616106154198,1,497 days 00:00:00,5593 days,1,6,5,,,0,0,0,0,,,,,,,,,,,,,
123,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,Lib,1636.0,48.05%,Alkmaar,1891-06-09,algemeen,4783,3422,3423,3405,12,1.0,1703,3402.0,1,1,1,0,0.09494415049970606,0,449 days 00:00:00,12645 days,1,16,14,7,6,0,11,8,3,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,0.0,0.0,,,,,
124,A. Goede,,,Ka(AR),1313.0,38.56%,Alkmaar,1891-06-09,algemeen,4783,3422,3423,3405,12,1.0,1703,3402.0,2,0,0,1,-0.09494415049970606,0,,14 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
125,C.V. Gerritsen,C.V. Gerritsen,C.V.  Gerritsen,V,453.0,13.30%,Alkmaar,1891-06-09,algemeen,4783,3422,3423,3405,12,1.0,1703,3402.0,3,0,0,0,-0.3477366255144033,0,-1190 days +00:00:00,6310 days,2,3,3,,,0,3,0,3,C.V.  Gerritsen,00450,C.V.  Gerritsen,,0.0,1.0,1.0,0.0,1.0,0.0,,,
126,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,Lib,2479.0,59.04%,Alkmaar,1891-06-23,herstemming,4783,4232,4232,4199,25,1.0,2100,4199.0,1,1,1,0,0.18075732317218385,1,449 days 00:00:00,12645 days,1,17,14,8,6,1,11,8,2,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,0.0,0.0,,,,,
127,A. Goede,,,Ka(AR),1720.0,40.96%,Alkmaar,1891-06-23,herstemming,4783,4232,4232,4199,25,1.0,2100,4199.0,2,0,0,1,-0.18075732317218385,1,,14 days,1,2,1,,,0,0,0,0,,,,,,,,,,,,,
128,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,,1283.0,97.05%,Alkmaar,1892-03-01,tussentijds,4783,1399,1398,1322,74,1.0,661,1283.0,1,1,1,0,,1,449 days 00:00:00,12645 days,1,18,15,9,7,1,11,9,1,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,0.0,0.0,,,,,
129,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,Lib(TT)  Lib(TT),1427.0,45.53%,Alkmaar,1894-04-10,algemeen,4760,3161,3161,3134,23,1.0,1567,3115.0,1,1,1,0,0.07126805778491171,0,449 days 00:00:00,12645 days,2,20,17,10,8,0,11,10,1,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,,,,,,,
130,mr. M.W.F. Treub,mr. M.W.F. Treub,M.W.F.  Treub,Rad(VT)  Rad(VT),1205.0,38.45%,Alkmaar,1894-04-10,algemeen,4760,3161,3161,3134,23,1.0,1567,3115.0,2,0,0,1,-0.07126805778491171,0,-1036 days +00:00:00,6588 days,3,12,9,,,0,5,1,4,M.W.F.  Treub,01375,M.W.F.  Treub,46542.461708945135,1.0,0.0,1.0,1.0,1.0,,,,
131,mr. J.A. van Gilse,,,Lib(VT),483.0,15.41%,Alkmaar,1894-04-10,algemeen,4760,3161,3161,3134,23,1.0,1567,3115.0,3,0,0,0,-0.30304975922953453,0,2621 days 00:00:00,5232 days,3,6,6,,,0,0,0,0,,,,,0.0,0.0,0.0,,,,,,
132,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,,2291.0,59.79%,Alkmaar,1894-04-24,herstemming,4760,3850,3852,3832,16,1.0,1916,3828.0,1,1,1,0,0.19696969696969696,1,449 days 00:00:00,12645 days,2,22,17,11,8,1,11,10,0,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,,,,,,,
133,mr. M.W.F. Treub,mr. M.W.F. Treub,M.W.F.  Treub,,1537.0,40.11%,Alkmaar,1894-04-24,herstemming,4760,3850,3852,3832,16,1.0,1916,3828.0,2,0,0,1,-0.19696969696969696,1,-1036 days +00:00:00,6588 days,2,14,9,,,1,5,1,3,M.W.F.  Treub,01375,M.W.F.  Treub,46542.461708945135,1.0,0.0,1.0,1.0,1.0,,,,
134,A.P. de Lange,A.P. de Lange,A.P. de Lange,,1961.0,63.28%,Alkmaar,1894-06-05,tussentijds,4779,3124,3124,3099,21,1.0,1550,3084.0,1,1,1,0,0.28728923476005186,1,,0 days,1,1,1,1,1,1,1,0,0,A.P. de Lange,00783,A.P. de Lange,,,,,,,,,,
135,mr. H.J. Smidt,mr. H.J. Smidt,H.J.  Smidt,,1075.0,34.69%,Alkmaar,1894-06-05,tussentijds,4779,3124,3124,3099,21,1.0,1550,3084.0,2,0,0,1,-0.28728923476005186,1,-8526 days +00:00:00,9632 days,1,6,6,,,0,5,5,0,H.J.  Smidt,01272,H.J.  Smidt,306967.9028281479,0.0,0.0,,,,,,,
136,mr. J.P. Kraakman,,,,48.0,1.55%,Alkmaar,1894-06-05,tussentijds,4779,3124,3124,3099,21,1.0,1550,3084.0,3,0,0,0,-0.6202983138780804,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
137,mr. E. Fokker,mr. E. Fokker,E.  Fokker,,853.0,50.68%,Alkmaar,1897-04-20,tussentijds,4865,1720,1720,1683,34,1.0,842,1655.0,1,1,1,0,0.03081570996978852,1,56 days 00:00:00,3654 days,1,2,2,1,1,1,3,0,2,E.  Fokker,00413,E.  Fokker,82434.46439935167,0.0,0.0,0.0,,,,,,
138,mr. W. van der Kaay,mr. W. van der Kaay,W. van der Kaay,,802.0,47.65%,Alkmaar,1897-04-20,tussentijds,4865,1720,1720,1683,34,1.0,842,1655.0,2,0,0,1,-0.03081570996978852,1,449 days 00:00:00,12645 days,1,23,18,,,0,11,11,0,W. van der Kaay,00666,W. van der Kaay,4222.443110295422,0.0,0.0,,,,,,,
139,jhr.mr. T.A.J. van Asch van Wijck,jhr.mr. T.A.J. van Asch van Wijck,T.A.J. van Asch van Wijck,AR,2719.0,42.45%,Alkmaar,1897-06-15,algemeen,7236,-,6464,6405,59,1.0,3203,6405.0,1,1,1,0,0.08758782201405152,0,-3388 days +00:00:00,7304 days,4,11,11,8,8,0,8,6,2,T.A.J. van Asch van Wijck,00042,T.A.J. van Asch van Wijck,-91953.41799860196,1.0,,,,,,,,
140,mr. E. Fokker,mr. E. Fokker,E.  Fokker,Lib,2158.0,33.69%,Alkmaar,1897-06-15,algemeen,7236,-,6464,6405,59,1.0,3203,6405.0,2,0,0,1,-0.08758782201405152,0,56 days 00:00:00,3654 days,2,4,4,,,0,3,1,2,E.  Fokker,00413,E.  Fokker,82434.46439935167,0.0,,,,,,,,
