,Unnamed: 0,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,Opkomst,margin
182,182,mr. J.C. Faber van Riemsdijk,,8.0,1.40%,Dordrecht,30/11/1848,algemeen,707,574,570.0,2,1.0,285,554.0,-0.45306859205776173
183,183,mr. H.A.A. van Berckel,,300.0,39.53%,Delft,30/11/1848,algemeen,826,760,759.0,0,1.0,380,744.0,0.05510752688172043
184,184,mr. W. Wintgens,,259.0,34.12%,Delft,30/11/1848,algemeen,826,760,759.0,0,1.0,380,744.0,-0.05510752688172043
185,185,C. Hoekwater,,131.0,17.26%,Delft,30/11/1848,algemeen,826,760,759.0,0,1.0,380,744.0,-0.2271505376344086
186,186,D. van Koetsveld,,38.0,5.01%,Delft,30/11/1848,algemeen,826,760,759.0,0,1.0,380,744.0,-0.3521505376344086
187,187,mr. R.J.C. Metelerkamp,,16.0,2.11%,Delft,30/11/1848,algemeen,826,760,759.0,0,1.0,380,744.0,-0.3817204301075269
188,188,mr. W. Wintgens,,419.0,54.63%,Delft,14/12/1848,herstemming,826,769,767.0,1,1.0,384,767.0,0.09256844850065189
189,189,mr. H.A.A. van Berckel,,348.0,45.37%,Delft,14/12/1848,herstemming,826,769,767.0,1,1.0,384,767.0,-0.09256844850065189
190,190,E.P. de Monchy,,166.0,55.15%,Rotterdam I,30/11/1848,algemeen,354,304,301.0,1,1.0,151,291.0,0.31958762886597936
191,191,J.H.C. van der Kun,,73.0,24.25%,Rotterdam I,30/11/1848,algemeen,354,304,301.0,1,1.0,151,291.0,-0.31958762886597936
192,192,M.A.F.H. Hoffman,,28.0,9.30%,Rotterdam I,30/11/1848,algemeen,354,304,301.0,1,1.0,151,291.0,-0.4742268041237113
193,193,A. van Rijckevorsel Hz.,,12.0,3.99%,Rotterdam I,30/11/1848,algemeen,354,304,301.0,1,1.0,151,291.0,-0.5292096219931272
194,194,jhr.mr. W.T. Gevers Deynoot,,12.0,3.99%,Rotterdam I,30/11/1848,algemeen,354,304,301.0,1,1.0,151,291.0,-0.5292096219931272
195,195,A. van Rijckevorsel Hz.,,195.0,65.00%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,0.5
196,196,M.A.F.H. Hoffman,,53.0,17.67%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.5
197,197,E.P. de Monchy,,9.0,3.00%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.6549295774647887
198,198,A. van Rijckevorsel,,9.0,3.00%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.6549295774647887
199,199,J.H.C. van der Kun,,6.0,2.00%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.6654929577464789
200,200,mr. J.R. Thorbecke,,4.0,1.33%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.6725352112676056
201,201,jhr.mr. W.T. Gevers Deynoot,,4.0,1.33%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.6725352112676056
202,202,M.A.F. Hoffman,,4.0,1.33%,Rotterdam II,30/11/1848,algemeen,339,300,300.0,0,1.0,150,284.0,-0.6725352112676056
203,203,mr. K.A. Poortman,,446.0,73.48%,Schiedam,30/11/1848,algemeen,751,609,607.0,1,1.0,304,583.0,0.6226415094339622
204,204,mr. C.L.A. van der Horst,,83.0,13.67%,Schiedam,30/11/1848,algemeen,751,609,607.0,1,1.0,304,583.0,-0.6226415094339622
205,205,S. Rijnbende,,22.0,3.62%,Schiedam,30/11/1848,algemeen,751,609,607.0,1,1.0,304,583.0,-0.7272727272727273
206,206,mr. W.C. Mees,,22.0,3.62%,Schiedam,30/11/1848,algemeen,751,609,607.0,1,1.0,304,583.0,-0.7272727272727273
207,207,mr. Æ. baron van Mackay,,10.0,1.65%,Schiedam,30/11/1848,algemeen,751,609,607.0,1,1.0,304,583.0,-0.7478559176672385
208,208,mr. W. Wijnaendts,,196.0,32.50%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,0.0880281690140845
209,209,A. Vogelsang,,146.0,24.21%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,-0.0880281690140845
210,210,L. Kluit,,89.0,14.76%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,-0.18838028169014084
211,211,P.J. de Raadt van Hendrik-Ido-Ambacht,,84.0,13.93%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,-0.19718309859154928
212,212,mr. J.S. Lotsy,,34.0,5.64%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,-0.2852112676056338
213,213,D. Molenaar,,10.0,1.66%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,-0.3274647887323944
214,214,mr. J.R. Thorbecke,,9.0,1.49%,Ridderkerk,30/11/1848,algemeen,737,607,603.0,1,1.0,302,568.0,-0.32922535211267606
215,215,mr. W. Wijnaendts,,292.0,51.23%,Ridderkerk,09/12/1848,herstemming,737,590,570.0,18,1.0,285,570.0,0.02456140350877193
216,216,A. Vogelsang,,278.0,48.77%,Ridderkerk,09/12/1848,herstemming,737,590,570.0,18,1.0,285,570.0,-0.02456140350877193
217,217,mr. S.H. Anemaet,,614.0,90.69%,Brielle,30/11/1848,algemeen,845,681,677.0,2,1.0,339,633.0,0.9541864139020537
218,218,mr. J.R. Thorbecke,,10.0,1.48%,Brielle,30/11/1848,algemeen,845,681,677.0,2,1.0,339,633.0,-0.9541864139020537
219,219,W.P. Jonas,,9.0,1.33%,Brielle,30/11/1848,algemeen,845,681,677.0,2,1.0,339,633.0,-0.9557661927330173
220,220,mr. J.J. Slicher van Domburg,,470.0,69.22%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,0.678343949044586
221,221,mr. A.F. Sifflé,,44.0,6.48%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.678343949044586
222,222,mr. J.R. Thorbecke,,37.0,5.45%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.6894904458598726
223,223,mr. G. Groen van Prinsterer,,23.0,3.39%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.7117834394904459
224,224,mr. J.F. Bijleveld,,14.0,2.06%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.7261146496815286
225,225,mr. S. de Wind,,14.0,2.06%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.7261146496815286
226,226,jhr.mr. M.C. Paspoort van Grijpskerke,,11.0,1.62%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.7308917197452229
227,227,jhr. W. Versluijs,,8.0,1.18%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.7356687898089171
228,228,mr. G.A. Fokker,,7.0,1.03%,Middelburg,30/11/1848,algemeen,857,688,679.0,7,1.0,340,628.0,-0.7372611464968153
229,229,mr. G.A. Fokker,,401.0,63.65%,Zierikzee,30/11/1848,algemeen,770,634,630.0,4,1.0,315,578.0,0.4411764705882353
230,230,mr. W.J.P. Kroef,,146.0,23.17%,Zierikzee,30/11/1848,algemeen,770,634,630.0,4,1.0,315,578.0,-0.4411764705882353
231,231,J.H.L. Vader,,21.0,3.33%,Zierikzee,30/11/1848,algemeen,770,634,630.0,4,1.0,315,578.0,-0.657439446366782
232,232,jhr. W.D. de Jonge,,10.0,1.59%,Zierikzee,30/11/1848,algemeen,770,634,630.0,4,1.0,315,578.0,-0.6764705882352942
233,233,mr. P.J. Bachiene,,259.0,43.31%,Goes,30/11/1848,algemeen,739,607,598.0,9,1.0,299,544.0,0.02389705882352941
234,234,mr. J.J. van Deinse,,246.0,41.14%,Goes,30/11/1848,algemeen,739,607,598.0,9,1.0,299,544.0,-0.02389705882352941
235,235,R.B. van den Bosch,,23.0,3.85%,Goes,30/11/1848,algemeen,739,607,598.0,9,1.0,299,544.0,-0.4338235294117647
236,236,A. Kakebeeke,,8.0,1.34%,Goes,30/11/1848,algemeen,739,607,598.0,9,1.0,299,544.0,-0.46139705882352944
237,237,jhr. W. Versluijs,,8.0,1.34%,Goes,30/11/1848,algemeen,739,607,598.0,9,1.0,299,544.0,-0.46139705882352944
238,238,mr. P.J. Bachiene,,324.0,58.91%,Goes,09/12/1848,herstemming,739,562,550.0,10,1.0,275,550.0,0.1781818181818182
239,239,mr. J.J. van Deinse,,226.0,41.09%,Goes,09/12/1848,herstemming,739,562,550.0,10,1.0,275,550.0,-0.1781818181818182
240,240,mr. D. van Eck,,495.0,78.57%,Sluis,30/11/1848,algemeen,757,634,630.0,3,1.0,315,609.0,0.729064039408867
241,241,mr. S. de Wind,,51.0,8.10%,Sluis,30/11/1848,algemeen,757,634,630.0,3,1.0,315,609.0,-0.729064039408867
242,242,mr. A.F. Sifflé,,27.0,4.29%,Sluis,30/11/1848,algemeen,757,634,630.0,3,1.0,315,609.0,-0.7684729064039408
243,243,mr. P.J. Bachiene,,16.0,2.54%,Sluis,30/11/1848,algemeen,757,634,630.0,3,1.0,315,609.0,-0.7865353037766831
244,244,J.H.Q. Janssen,,13.0,2.06%,Sluis,30/11/1848,algemeen,757,634,630.0,3,1.0,315,609.0,-0.7914614121510674
245,245,mr. J.E. Risseeuw,,7.0,1.11%,Sluis,30/11/1848,algemeen,757,634,630.0,3,1.0,315,609.0,-0.8013136288998358
246,246,mr. L.D. Storm,,525.0,58.33%,Bergen op Zoom,30/11/1848,algemeen,1193,905,900.0,5,1.0,450,893.0,0.22172452407614782
247,247,mr. P. Gouverneur,,327.0,36.33%,Bergen op Zoom,30/11/1848,algemeen,1193,905,900.0,5,1.0,450,893.0,-0.22172452407614782
248,248,M.W. Pastoors,,28.0,3.11%,Bergen op Zoom,30/11/1848,algemeen,1193,905,900.0,5,1.0,450,893.0,-0.5565509518477044
249,249,J.E. van Gorkum,,13.0,1.44%,Bergen op Zoom,30/11/1848,algemeen,1193,905,900.0,5,1.0,450,893.0,-0.5733482642777156
250,250,mr. K.A. Meeussen,,422.0,56.72%,Bergen op Zoom,27/12/1848,tussentijds,1193,749,744.0,4,1.0,372,730.0,0.15616438356164383
251,251,mr. P. Gouverneur,,308.0,41.40%,Bergen op Zoom,27/12/1848,tussentijds,1193,749,744.0,4,1.0,372,730.0,-0.15616438356164383
252,252,mr. L.D. Storm,,819.0,84.78%,Breda,30/11/1848,algemeen,1184,967,966.0,1,1.0,483,944.0,0.7351694915254238
253,253,mr. P. Gouverneur,,125.0,12.94%,Breda,30/11/1848,algemeen,1184,967,966.0,1,1.0,483,944.0,-0.7351694915254238
254,254,mr. F.J. Jespers,,589.0,65.01%,Zevenbergen,30/11/1848,algemeen,1144,907,906.0,0,1.0,453,872.0,0.39908256880733944
255,255,mr. J.J. Loke,,241.0,26.60%,Zevenbergen,30/11/1848,algemeen,1144,907,906.0,0,1.0,453,872.0,-0.39908256880733944
256,256,mr. G. Groen van Prinsterer,,42.0,4.64%,Zevenbergen,30/11/1848,algemeen,1144,907,906.0,0,1.0,453,872.0,-0.6272935779816514
257,257,mr. J.A. Mutsaers,,607.0,93.53%,Tilburg,30/11/1848,algemeen,795,650,649.0,1,1.0,325,607.0,999.0
258,258,J.F. van der Heyde,,414.0,71.88%,Eindhoven,30/11/1848,algemeen,708,581,576.0,4,1.0,288,558.0,0.4838709677419355
259,259,jhr.mr. J.O. de Jong van Beek en Donk,,144.0,25.00%,Eindhoven,30/11/1848,algemeen,708,581,576.0,4,1.0,288,558.0,-0.4838709677419355
260,260,mr. J.B. Bots,,382.0,94.55%,Helmond,30/11/1848,algemeen,525,405,404.0,1,1.0,202,396.0,0.9292929292929293
261,261,mr. J.L.A. Luyben,,14.0,3.47%,Helmond,30/11/1848,algemeen,525,405,404.0,1,1.0,202,396.0,-0.9292929292929293
262,262,mr. E.J.H. Borret,,237.0,52.55%,Maastricht,30/11/1848,algemeen,593,455,451.0,3,1.0,226,441.0,0.25396825396825395
263,263,J.L.Th.A.L. baron van Scherpenzeel Heusch,,125.0,27.72%,Maastricht,30/11/1848,algemeen,593,455,451.0,3,1.0,226,441.0,-0.25396825396825395
264,264,J. Lebens,,79.0,17.52%,Maastricht,30/11/1848,algemeen,593,455,451.0,3,1.0,226,441.0,-0.35827664399092973
265,265,J.L.Th.A.L. baron van Scherpenzeel Heusch,,221.0,49.33%,Sittard,30/11/1848,algemeen,596,451,448.0,3,1.0,224,437.0,0.011441647597254004
266,266,W. de la Haye,,216.0,48.21%,Sittard,30/11/1848,algemeen,596,451,448.0,3,1.0,224,437.0,-0.011441647597254004
267,267,J.L.Th.A.L. baron van Scherpenzeel Heusch,,249.0,54.25%,Sittard,09/12/1848,herstemming,596,463,459.0,3,1.0,230,459.0,0.08496732026143791
268,268,W. de la Haye,,210.0,45.75%,Sittard,09/12/1848,herstemming,596,463,459.0,3,1.0,230,459.0,-0.08496732026143791
269,269,J.J.F.M.H. Corneli,,94.0,35.21%,Sittard,14/06/1849,tussentijds,596,273,267.0,2,1.0,134,260.0,0.08461538461538462
270,270,J.J. Lambrechts,,72.0,26.97%,Sittard,14/06/1849,tussentijds,596,273,267.0,2,1.0,134,260.0,-0.08461538461538462
271,271,I. Collaes,,37.0,13.86%,Sittard,14/06/1849,tussentijds,596,273,267.0,2,1.0,134,260.0,-0.21923076923076923
272,272,C. Reynen,,35.0,13.11%,Sittard,14/06/1849,tussentijds,596,273,267.0,2,1.0,134,260.0,-0.22692307692307692
273,273,mr. W. Sassen,,22.0,8.24%,Sittard,14/06/1849,tussentijds,596,273,267.0,2,1.0,134,260.0,-0.27692307692307694
274,274,J.J. Lambrechts,,181.0,54.03%,Sittard,21/06/1849,herstemming,596,337,335.0,2,1.0,168,335.0,0.08059701492537313
275,275,J.J.F.M.H. Corneli,,154.0,45.97%,Sittard,21/06/1849,herstemming,596,337,335.0,2,1.0,168,335.0,-0.08059701492537313
276,276,J.L.Th.A.L. baron van Scherpenzeel Heusch,,516.0,101.98%,Heerlen,30/11/1848,algemeen,759,516,506.0,6,1.0,253,653.0,0.6064318529862175
277,277,mr. C. de Limpens,,120.0,23.72%,Heerlen,30/11/1848,algemeen,759,516,506.0,6,1.0,253,653.0,-0.6064318529862175
278,278,J.J.F.M.H. Corneli,,17.0,3.36%,Heerlen,30/11/1848,algemeen,759,516,506.0,6,1.0,253,653.0,-0.7641653905053599
279,279,mr. J.L.M. Leclercq,,257.0,63.15%,Roermond,30/11/1848,algemeen,525,410,407.0,3,1.0,204,385.0,0.33506493506493507
280,280,J.L.Th.A.L. baron van Scherpenzeel Heusch,,128.0,31.45%,Roermond,30/11/1848,algemeen,525,410,407.0,3,1.0,204,385.0,-0.33506493506493507
281,281,C.L.H. Bontamps,,174.0,33.21%,Venlo,30/11/1848,algemeen,658,529,524.0,3,1.0,262,520.0,0.07115384615384615
282,282,mr. P.L. de Lom de Berg,,137.0,26.15%,Venlo,30/11/1848,algemeen,658,529,524.0,3,1.0,262,520.0,-0.07115384615384615
283,283,J.L.Th.A.L. baron van Scherpenzeel Heusch,,123.0,23.47%,Venlo,30/11/1848,algemeen,658,529,524.0,3,1.0,262,520.0,-0.09807692307692308
284,284,J.J.A. van Wylick,,86.0,16.41%,Venlo,30/11/1848,algemeen,658,529,524.0,3,1.0,262,520.0,-0.16923076923076924
285,285,mr. P.L. de Lom de Berg,,223.0,53.35%,Venlo,09/12/1848,herstemming,658,427,418.0,6,1.0,209,418.0,0.06698564593301436
286,286,C.L.H. Bontamps,,195.0,46.65%,Venlo,09/12/1848,herstemming,658,427,418.0,6,1.0,209,418.0,-0.06698564593301436
287,287,mr. J.B.J. Hengst,,412.0,54.00%,Grave,30/11/1848,algemeen,959,767,763.0,0,1.0,382,742.0,0.22911051212938005
288,288,R.J.N. Walter,,242.0,31.72%,Grave,30/11/1848,algemeen,959,767,763.0,0,1.0,382,742.0,-0.22911051212938005
289,289,mr. J.L.A. Luyben,,88.0,11.53%,Grave,30/11/1848,algemeen,959,767,763.0,0,1.0,382,742.0,-0.4366576819407008
290,290,G. Reinders,,504.0,87.20%,Zuidhorn,08/06/1852,periodiek,1512,582,578.0,2,1.0,289,522.0,0.9310344827586207
291,291,A.J. Thomassen Ã Thuessink van der Hoop,,18.0,3.11%,Zuidhorn,08/06/1852,periodiek,1512,582,578.0,2,1.0,289,522.0,-0.9310344827586207
292,292,G. Reinders,,382.0,63.88%,Zuidhorn,17/05/1853,algemeen,1493,611,598.0,1,1.0,299,553.0,0.4376130198915009
293,293,jhr.mr. O.Q.J.J. van Swinderen,,140.0,23.41%,Zuidhorn,17/05/1853,algemeen,1493,611,598.0,1,1.0,299,553.0,-0.4376130198915009
294,294,mr. G.W.H. baron van Imhoff,,31.0,5.18%,Zuidhorn,17/05/1853,algemeen,1493,611,598.0,1,1.0,299,553.0,-0.6347197106690777
295,295,G. Reinders,,440.0,70.51%,Zuidhorn,13/06/1854,periodiek,1493,631,624.0,3,1.0,312,584.0,0.5068493150684932
296,296,jhr.mr. O.Q.J.J. van Swinderen,,144.0,23.08%,Zuidhorn,13/06/1854,periodiek,1493,631,624.0,3,1.0,312,584.0,-0.5068493150684932
297,297,mr. N. Olivier,,255.0,48.20%,Zuidhorn,24/03/1869,tussentijds,1368,531,529.0,2,1.0,265,747.0,0.07764390896921017
298,298,mr. N. Olivier,,197.0,37.24%,Zuidhorn,24/03/1869,tussentijds,1368,531,529.0,2,1.0,265,747.0,-0.07764390896921017
299,299,jhr. E. de Wendt Alberda van Ekenstein,,115.0,21.74%,Zuidhorn,24/03/1869,tussentijds,1368,531,529.0,2,1.0,265,747.0,-0.18741633199464525
300,300,H.W. Wierda,,115.0,21.74%,Zuidhorn,24/03/1869,tussentijds,1368,531,529.0,2,1.0,265,747.0,-0.18741633199464525
301,301,mr. B.J. Gratama,,65.0,12.29%,Zuidhorn,24/03/1869,tussentijds,1368,531,529.0,2,1.0,265,747.0,-0.2543507362784471
302,302,mr. N. Olivier,,255.0,40.41%,Zuidhorn,07/04/1869,herstemming,1368,632,631.0,1,1.0,316,631.0,0.09350237717908082
303,303,jhr. E. de Wendt Alberda van Ekenstein,,196.0,31.06%,Zuidhorn,07/04/1869,herstemming,1368,632,631.0,1,1.0,316,631.0,-0.09350237717908082
304,304,H.W. Wierda,,180.0,28.53%,Zuidhorn,07/04/1869,herstemming,1368,632,631.0,1,1.0,316,631.0,-0.11885895404120443
305,305,mr. N. Olivier,(AH)*,331.0,45.66%,Zuidhorn,08/06/1869,periodiek,1417,736,725.0,0,1.0,363,707.0,0.1768033946251768
306,306,H.W. Wierda,,206.0,28.41%,Zuidhorn,08/06/1869,periodiek,1417,736,725.0,0,1.0,363,707.0,-0.1768033946251768
307,307,mr. B.J. Gratama,,170.0,23.45%,Zuidhorn,08/06/1869,periodiek,1417,736,725.0,0,1.0,363,707.0,-0.22772277227722773
308,308,mr. E.J.J.B. Cremers,(AH)*,452.0,59.09%,Zuidhorn,28/10/1884,algemeen,1497,769,765.0,2,1.0,383,742.0,0.2183288409703504
309,309,jhr.mr. M.A. de Savornin Lohman,AR,290.0,37.91%,Zuidhorn,28/10/1884,algemeen,1497,769,765.0,2,1.0,383,742.0,-0.2183288409703504
310,310,mr. E.J.J.B. Cremers,(AH)*,497.0,48.92%,Zuidhorn,15/06/1886,algemeen,1551,1020,1016.0,4,1.0,508,1010.0,0.21188118811881188
311,311,mr. U.H. Huber,AR,283.0,27.85%,Zuidhorn,15/06/1886,algemeen,1551,1020,1016.0,4,1.0,508,1010.0,-0.21188118811881188
312,312,K.P. Feringa,,230.0,22.64%,Zuidhorn,15/06/1886,algemeen,1551,1020,1016.0,4,1.0,508,1010.0,-0.26435643564356437
313,313,mr. E.J.J.B. Cremers,(AH)*,675.0,62.79%,Zuidhorn,29/06/1886,herstemming,1551,1076,1075.0,1,1.0,538,1075.0,0.2558139534883721
314,314,mr. U.H. Huber,AR,400.0,37.21%,Zuidhorn,29/06/1886,herstemming,1551,1076,1075.0,1,1.0,538,1075.0,-0.2558139534883721
315,315,S. Blaupot ten Cate,,443.0,90.78%,Groningen,10/06/1856,periodiek,1476,491,488.0,2,1.0,244,465.0,0.9053763440860215
316,316,mr. G. Groen van Prinsterer,,22.0,4.51%,Groningen,10/06/1856,periodiek,1476,491,488.0,2,1.0,244,465.0,-0.9053763440860215
317,317,mr. W.H. Dullert,,361.0,58.89%,Groningen,04/12/1866,tussentijds,1463,614,613.0,0,1.0,307,588.0,0.3010204081632653
318,318,mr. J.J. Cremers,,184.0,30.02%,Groningen,04/12/1866,tussentijds,1463,614,613.0,0,1.0,307,588.0,-0.3010204081632653
319,319,jhr.mr. J.W. van Loon,,43.0,7.01%,Groningen,04/12/1866,tussentijds,1463,614,613.0,0,1.0,307,588.0,-0.5408163265306123
320,320,mr. S. van Houten,(AH)*,527.0,52.39%,Groningen,28/10/1884,algemeen,1630,1009,1006.0,3,1.0,503,1002.0,0.15568862275449102
321,321,P.W.A. Cort van der Linden,(AH)*,371.0,36.88%,Groningen,28/10/1884,algemeen,1630,1009,1006.0,3,1.0,503,1002.0,-0.15568862275449102
322,322,jhr.mr. A.F. de Savornin Lohman,AR,104.0,10.34%,Groningen,28/10/1884,algemeen,1630,1009,1006.0,3,1.0,503,1002.0,-0.4221556886227545
323,323,mr. S. van Houten,(AH)*,706.0,68.08%,Groningen,15/06/1886,algemeen,1726,1040,1037.0,3,1.0,519,1034.0,0.3655705996131528
324,324,jhr.mr. P.J. van Swinderen,(DT)*,328.0,31.63%,Groningen,15/06/1886,algemeen,1726,1040,1037.0,3,1.0,519,1034.0,-0.3655705996131528
325,325,mr. S. van Houten,,465.0,72.77%,Groningen,01/09/1887,algemeen,1733,656,639.0,17,1.0,320,604.0,0.5894039735099338
326,326,jhr.mr. P.J. van Swinderen,,109.0,17.06%,Groningen,01/09/1887,algemeen,1733,656,639.0,17,1.0,320,604.0,-0.5894039735099338
327,327,F. Domela Nieuwenhuis,,30.0,4.69%,Groningen,01/09/1887,algemeen,1733,656,639.0,17,1.0,320,604.0,-0.7201986754966887
328,328,J.F. Zijlker,,1255.0,86.08%,Appingedam,27/08/1850,algemeen,2918,1478,2916.0,7,2.0,729,2721.0,0.4193311282616685
329,329,dr. R. Westerhoff,,1128.0,77.37%,Appingedam,27/08/1850,algemeen,2918,1478,2916.0,7,2.0,729,2721.0,0.37265711135611906
330,330,mr. E.J.T. van der Hoop,,114.0,7.82%,Appingedam,27/08/1850,algemeen,2918,1478,2916.0,7,2.0,729,2721.0,-0.37265711135611906
331,331,P.W. Wiertsema,,109.0,7.48%,Appingedam,27/08/1850,algemeen,2918,1478,2916.0,7,2.0,729,2721.0,-0.37449467107681
332,332,mr. G. Diephuis,,68.0,4.66%,Appingedam,27/08/1850,algemeen,2918,1478,2916.0,7,2.0,729,2721.0,-0.38956266078647556
333,333,G. Reinders,,47.0,3.22%,Appingedam,27/08/1850,algemeen,2918,1478,2916.0,7,2.0,729,2721.0,-0.39728041161337746
334,334,dr. R. Westerhoff,,694.0,83.41%,Appingedam,08/06/1852,periodiek,2987,1131,832.0,5,1.0,416,769.0,0.8049414824447334
335,335,mr. G. Groen van Prinsterer,,75.0,9.01%,Appingedam,08/06/1852,periodiek,2987,1131,832.0,5,1.0,416,769.0,-0.8049414824447334
336,336,J.F. Zijlker,,894.0,81.79%,Appingedam,08/06/1858,periodiek,3088,1104,1093.0,10,1.0,547,1066.0,0.7382739212007504
337,337,mr. E. van Loon,,107.0,9.79%,Appingedam,08/06/1858,periodiek,3088,1104,1093.0,10,1.0,547,1066.0,-0.7382739212007504
338,338,jhr.mr. J.D. Lewe Quintus,,65.0,5.95%,Appingedam,08/06/1858,periodiek,3088,1104,1093.0,10,1.0,547,1066.0,-0.7776735459662288
339,339,dr. R. Westerhoff,,743.0,92.30%,Appingedam,12/06/1860,periodiek,3138,823,805.0,4,1.0,403,743.0,999.0
340,340,J.F. Zijlker,,892.0,71.02%,Appingedam,10/06/1862,periodiek,3201,1273,1256.0,4,1.0,628,1245.0,0.5220883534136547
341,341,mr. E. van Loon,,242.0,19.27%,Appingedam,10/06/1862,periodiek,3201,1273,1256.0,4,1.0,628,1245.0,-0.5220883534136547
342,342,jhr.mr. O.Q.J.J. van Swinderen,,111.0,8.84%,Appingedam,10/06/1862,periodiek,3201,1273,1256.0,4,1.0,628,1245.0,-0.6273092369477912
343,343,dr. R. Westerhoff,,809.0,72.10%,Appingedam,14/06/1864,periodiek,3014,1132,1122.0,3,1.0,561,1081.0,0.4967622571692877
344,344,jhr.mr. O.Q.J.J. van Swinderen,,272.0,24.24%,Appingedam,14/06/1864,periodiek,3014,1132,1122.0,3,1.0,561,1081.0,-0.4967622571692877
345,345,mr. D. de Ruiter Zijlker,,1062.0,61.67%,Appingedam,14/04/1868,herstemming,3113,1742,1722.0,15,1.0,861,1722.0,0.23344947735191637
346,346,mr. B.J. Gratama,,660.0,38.33%,Appingedam,14/04/1868,herstemming,3113,1742,1722.0,15,1.0,861,1722.0,-0.23344947735191637
347,347,dr. R. Westerhoff,(AH)*,969.0,70.07%,Appingedam,08/06/1869,periodiek,2868,1394,1383.0,4,1.0,692,1371.0,0.4135667396061269
348,348,mr. B.J. Gratama,,402.0,29.07%,Appingedam,08/06/1869,periodiek,2868,1394,1383.0,4,1.0,692,1371.0,-0.4135667396061269
349,349,mr. D. de Ruiter Zijlker,(AH)*,633.0,65.53%,Appingedam,13/06/1871,periodiek,2939,981,966.0,14,1.0,483,912.0,0.3881578947368421
350,350,dr. A. Kuyper,,279.0,28.88%,Appingedam,13/06/1871,periodiek,2939,981,966.0,14,1.0,483,912.0,-0.3881578947368421
351,351,dr. R. Westerhoff,(AH)*,939.0,76.22%,Appingedam,10/06/1873,periodiek,2968,1245,1232.0,3,1.0,616,1214.0,0.5469522240527183
352,352,dr. A. Kuyper,AR,275.0,22.32%,Appingedam,10/06/1873,periodiek,2968,1245,1232.0,3,1.0,616,1214.0,-0.5469522240527183
353,353,mr. D. de Ruiter Zijlker,(AH)*,661.0,69.43%,Appingedam,10/06/1879,periodiek,3376,965,952.0,8,1.0,476,924.0,0.43073593073593075
354,354,mr. A.J. Thomassen Ã Thuessink van der Hoop,,263.0,27.63%,Appingedam,10/06/1879,periodiek,3376,965,952.0,8,1.0,476,924.0,-0.43073593073593075
355,355,J. Schepel,(AH)*,764.0,59.50%,Appingedam,14/06/1881,periodiek,3379,1301,1284.0,13,1.0,642,1241.0,0.23126510878323933
356,356,mr. B.J. Gratama,AR(DT),477.0,37.15%,Appingedam,14/06/1881,periodiek,3379,1301,1284.0,13,1.0,642,1241.0,-0.23126510878323933
357,357,mr. D. de Ruiter Zijlker,(AH)*,836.0,53.38%,Appingedam,12/06/1883,periodiek,3346,1582,1566.0,11,1.0,783,1539.0,0.12475633528265107
358,358,J.G. Nederhoed,AR(DT),644.0,41.12%,Appingedam,12/06/1883,periodiek,3346,1582,1566.0,11,1.0,783,1539.0,-0.12475633528265107
359,359,dr. G.C. Steijnis,,59.0,3.77%,Appingedam,12/06/1883,periodiek,3346,1582,1566.0,11,1.0,783,1539.0,-0.5048732943469786
360,360,J. Schepel,(AH)*,1349.0,67.57%,Appingedam,28/10/1884,algemeen,3368,2023,3993.0,31,2.0,998,3971.0,0.17703349282296652
