,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel
246,mr. L.D. Storm,,525,58.33%,Bergen op Zoom,30/11/1848,algemeen,1193,905,905,900,5,1,450
247,mr. P. Gouverneur,,327,36.33%,Bergen op Zoom,30/11/1848,algemeen,1193,905,905,900,5,1,450
248,M.W. Pastoors,,28,3.11%,Bergen op Zoom,30/11/1848,algemeen,1193,905,905,900,5,1,450
249,J.E. van Gorkum,,13,1.44%,Bergen op Zoom,30/11/1848,algemeen,1193,905,905,900,5,1,450
250,mr. K.A. Meeussen,,422,56.72%,Bergen op Zoom,27/12/1848,tussentijds,1193,749,749,744,4,1,372
251,mr. P. Gouverneur,,308,41.40%,Bergen op Zoom,27/12/1848,tussentijds,1193,749,749,744,4,1,372
252,mr. L.D. Storm,,819,84.78%,Breda,30/11/1848,algemeen,1184,967,967,966,1,1,483
253,mr. P. Gouverneur,,125,12.94%,Breda,30/11/1848,algemeen,1184,967,967,966,1,1,483
254,mr. F.J. Jespers,,589,65.01%,Zevenbergen,30/11/1848,algemeen,1144,907,907,906,0,1,453
255,mr. J.J. Loke,,241,26.60%,Zevenbergen,30/11/1848,algemeen,1144,907,907,906,0,1,453
256,mr. G. Groen van Prinsterer,,42,4.64%,Zevenbergen,30/11/1848,algemeen,1144,907,907,906,0,1,453
257,mr. J.A. Mutsaers,,607,93.53%,Tilburg,30/11/1848,algemeen,795,650,650,649,1,1,325
258,J.F. van der Heyde,,414,71.88%,Eindhoven,30/11/1848,algemeen,708,581,581,576,4,1,288
259,jhr.mr. J.O. de Jong van Beek en Donk,,144,25.00%,Eindhoven,30/11/1848,algemeen,708,581,581,576,4,1,288
260,mr. J.B. Bots,,382,94.55%,Helmond,30/11/1848,algemeen,525,405,405,404,1,1,202
261,mr. J.L.A. Luyben,,14,3.47%,Helmond,30/11/1848,algemeen,525,405,405,404,1,1,202
262,mr. E.J.H. Borret,,237,52.55%,Maastricht,30/11/1848,algemeen,593,455,455,451,3,1,226
263,J.L.Th.A.L. baron van Scherpenzeel Heusch,,125,27.72%,Maastricht,30/11/1848,algemeen,593,455,455,451,3,1,226
264,J. Lebens,,79,17.52%,Maastricht,30/11/1848,algemeen,593,455,455,451,3,1,226
265,J.L.Th.A.L. baron van Scherpenzeel Heusch,,221,49.33%,Sittard,30/11/1848,algemeen,596,450,451,448,3,1,224
266,W. de la Haye,,216,48.21%,Sittard,30/11/1848,algemeen,596,450,451,448,3,1,224
267,J.L.Th.A.L. baron van Scherpenzeel Heusch,,249,54.25%,Sittard,09/12/1848,herstemming,596,464,463,459,3,1,230
268,W. de la Haye,,210,45.75%,Sittard,09/12/1848,herstemming,596,464,463,459,3,1,230
269,J.J.F.M.H. Corneli,,94,35.21%,Sittard,14/06/1849,tussentijds,596,273,273,267,2,1,134
270,J.J. Lambrechts,,72,26.97%,Sittard,14/06/1849,tussentijds,596,273,273,267,2,1,134
271,I. Collaes,,37,13.86%,Sittard,14/06/1849,tussentijds,596,273,273,267,2,1,134
272,C. Reynen,,35,13.11%,Sittard,14/06/1849,tussentijds,596,273,273,267,2,1,134
273,mr. W. Sassen,,22,8.24%,Sittard,14/06/1849,tussentijds,596,273,273,267,2,1,134
274,J.J. Lambrechts,,181,54.03%,Sittard,21/06/1849,herstemming,596,337,337,335,2,1,168
275,J.J.F.M.H. Corneli,,154,45.97%,Sittard,21/06/1849,herstemming,596,337,337,335,2,1,168
276,J.L.Th.A.L. baron van Scherpenzeel Heusch,,516,101.98%,Heerlen,30/11/1848,algemeen,759,516,516,506,6,1,253
277,mr. C. de Limpens,,120,23.72%,Heerlen,30/11/1848,algemeen,759,516,516,506,6,1,253
278,J.J.F.M.H. Corneli,,17,3.36%,Heerlen,30/11/1848,algemeen,759,516,516,506,6,1,253
279,mr. J.L.M. Leclercq,,257,63.15%,Roermond,30/11/1848,algemeen,525,410,410,407,3,1,204
280,J.L.Th.A.L. baron van Scherpenzeel Heusch,,128,31.45%,Roermond,30/11/1848,algemeen,525,410,410,407,3,1,204
281,C.L.H. Bontamps,,174,33.21%,Venlo,30/11/1848,algemeen,658,528,529,524,3,1,262
282,mr. P.L. de Lom de Berg,,137,26.15%,Venlo,30/11/1848,algemeen,658,528,529,524,3,1,262
283,J.L.Th.A.L. baron van Scherpenzeel Heusch,,123,23.47%,Venlo,30/11/1848,algemeen,658,528,529,524,3,1,262
284,J.J.A. van Wylick,,86,16.41%,Venlo,30/11/1848,algemeen,658,528,529,524,3,1,262
285,mr. P.L. de Lom de Berg,,223,53.35%,Venlo,09/12/1848,herstemming,658,427,427,418,6,1,209
286,C.L.H. Bontamps,,195,46.65%,Venlo,09/12/1848,herstemming,658,427,427,418,6,1,209
287,mr. J.B.J. Hengst,,412,54.00%,Grave,30/11/1848,algemeen,959,767,767,763,0,1,382
288,R.J.N. Walter,,242,31.72%,Grave,30/11/1848,algemeen,959,767,767,763,0,1,382
289,mr. J.L.A. Luyben,,88,11.53%,Grave,30/11/1848,algemeen,959,767,767,763,0,1,382
290,G. Reinders,,504,87.20%,Zuidhorn,08/06/1852,periodiek,1512,582,582,578,2,1,289
291,A.J. Thomassen Ã Thuessink van der Hoop,,18,3.11%,Zuidhorn,08/06/1852,periodiek,1512,582,582,578,2,1,289
292,G. Reinders,,382,63.88%,Zuidhorn,17/05/1853,algemeen,1493,611,611,598,1,1,299
293,jhr.mr. O.Q.J.J. van Swinderen,,140,23.41%,Zuidhorn,17/05/1853,algemeen,1493,611,611,598,1,1,299
294,mr. G.W.H. baron van Imhoff,,31,5.18%,Zuidhorn,17/05/1853,algemeen,1493,611,611,598,1,1,299
295,G. Reinders,,440,70.51%,Zuidhorn,13/06/1854,periodiek,1493,631,631,624,3,1,312
296,jhr.mr. O.Q.J.J. van Swinderen,,144,23.08%,Zuidhorn,13/06/1854,periodiek,1493,631,631,624,3,1,312
297,mr. N. Olivier,,255,48.20%,Zuidhorn,24/03/1869,tussentijds,1368,531,531,529,2,1,265
298,mr. N. Olivier,,197,37.24%,Zuidhorn,24/03/1869,tussentijds,1368,531,531,529,2,1,265
299,jhr. E. de Wendt Alberda van Ekenstein,,115,21.74%,Zuidhorn,24/03/1869,tussentijds,1368,531,531,529,2,1,265
300,H.W. Wierda,,115,21.74%,Zuidhorn,24/03/1869,tussentijds,1368,531,531,529,2,1,265
301,mr. B.J. Gratama,,65,12.29%,Zuidhorn,24/03/1869,tussentijds,1368,531,531,529,2,1,265
302,mr. N. Olivier,,255,40.41%,Zuidhorn,07/04/1869,herstemming,1368,632,632,631,1,1,316
303,jhr. E. de Wendt Alberda van Ekenstein,,196,31.06%,Zuidhorn,07/04/1869,herstemming,1368,632,632,631,1,1,316
304,H.W. Wierda,,180,28.53%,Zuidhorn,07/04/1869,herstemming,1368,632,632,631,1,1,316
305,mr. N. Olivier,(AH)*,331,45.66%,Zuidhorn,08/06/1869,periodiek,1417,736,736,725,0,1,363
306,H.W. Wierda,,206,28.41%,Zuidhorn,08/06/1869,periodiek,1417,736,736,725,0,1,363
307,mr. B.J. Gratama,,170,23.45%,Zuidhorn,08/06/1869,periodiek,1417,736,736,725,0,1,363
308,mr. E.J.J.B. Cremers,(AH)*,452,59.09%,Zuidhorn,28/10/1884,algemeen,1497,769,769,765,2,1,383
309,jhr.mr. M.A. de Savornin Lohman,AR,290,37.91%,Zuidhorn,28/10/1884,algemeen,1497,769,769,765,2,1,383
310,mr. E.J.J.B. Cremers,(AH)*,497,48.92%,Zuidhorn,15/06/1886,algemeen,1551,1020,1020,1016,4,1,508
311,mr. U.H. Huber,AR,283,27.85%,Zuidhorn,15/06/1886,algemeen,1551,1020,1020,1016,4,1,508
312,K.P. Feringa,,230,22.64%,Zuidhorn,15/06/1886,algemeen,1551,1020,1020,1016,4,1,508
313,mr. E.J.J.B. Cremers,(AH)*,675,62.79%,Zuidhorn,29/06/1886,herstemming,1551,1077,1076,1075,1,1,538
314,mr. U.H. Huber,AR,400,37.21%,Zuidhorn,29/06/1886,herstemming,1551,1077,1076,1075,1,1,538
315,S. Blaupot ten Cate,,443,90.78%,Groningen,10/06/1856,periodiek,1476,491,491,488,2,1,244
316,mr. G. Groen van Prinsterer,,22,4.51%,Groningen,10/06/1856,periodiek,1476,491,491,488,2,1,244
317,mr. W.H. Dullert,,361,58.89%,Groningen,04/12/1866,tussentijds,1463,614,614,613,0,1,307
318,mr. J.J. Cremers,,184,30.02%,Groningen,04/12/1866,tussentijds,1463,614,614,613,0,1,307
319,jhr.mr. J.W. van Loon,,43,7.01%,Groningen,04/12/1866,tussentijds,1463,614,614,613,0,1,307
320,mr. S. van Houten,(AH)*,527,52.39%,Groningen,28/10/1884,algemeen,1630,1009,1009,1006,3,1,503
321,P.W.A. Cort van der Linden,(AH)*,371,36.88%,Groningen,28/10/1884,algemeen,1630,1009,1009,1006,3,1,503
322,jhr.mr. A.F. de Savornin Lohman,AR,104,10.34%,Groningen,28/10/1884,algemeen,1630,1009,1009,1006,3,1,503
323,mr. S. van Houten,(AH)*,706,68.08%,Groningen,15/06/1886,algemeen,1726,1040,1040,1037,3,1,519
324,jhr.mr. P.J. van Swinderen,(DT)*,328,31.63%,Groningen,15/06/1886,algemeen,1726,1040,1040,1037,3,1,519
325,mr. S. van Houten,,465,72.77%,Groningen,01/09/1887,algemeen,1733,656,656,639,17,1,320
326,jhr.mr. P.J. van Swinderen,,109,17.06%,Groningen,01/09/1887,algemeen,1733,656,656,639,17,1,320
327,F. Domela Nieuwenhuis,,30,4.69%,Groningen,01/09/1887,algemeen,1733,656,656,639,17,1,320
328,J.F. Zijlker,,1255,86.08%,Appingedam,27/08/1850,algemeen,2918,1478,1478,2916,7,2,729
329,dr. R. Westerhoff,,1128,77.37%,Appingedam,27/08/1850,algemeen,2918,1478,1478,2916,7,2,729
330,mr. E.J.T. van der Hoop,,114,7.82%,Appingedam,27/08/1850,algemeen,2918,1478,1478,2916,7,2,729
331,P.W. Wiertsema,,109,7.48%,Appingedam,27/08/1850,algemeen,2918,1478,1478,2916,7,2,729
332,mr. G. Diephuis,,68,4.66%,Appingedam,27/08/1850,algemeen,2918,1478,1478,2916,7,2,729
333,G. Reinders,,47,3.22%,Appingedam,27/08/1850,algemeen,2918,1478,1478,2916,7,2,729
334,dr. R. Westerhoff,,694,83.41%,Appingedam,08/06/1852,periodiek,2987,1131,1131,832,5,1,416
335,mr. G. Groen van Prinsterer,,75,9.01%,Appingedam,08/06/1852,periodiek,2987,1131,1131,832,5,1,416
336,J.F. Zijlker,,894,81.79%,Appingedam,08/06/1858,periodiek,3088,1104,1104,1093,10,1,547
337,mr. E. van Loon,,107,9.79%,Appingedam,08/06/1858,periodiek,3088,1104,1104,1093,10,1,547
338,jhr.mr. J.D. Lewe Quintus,,65,5.95%,Appingedam,08/06/1858,periodiek,3088,1104,1104,1093,10,1,547
339,dr. R. Westerhoff,,743,92.30%,Appingedam,12/06/1860,periodiek,3138,822,823,805,4,1,403
340,J.F. Zijlker,,892,71.02%,Appingedam,10/06/1862,periodiek,3201,1272,1273,1256,4,1,628
341,mr. E. van Loon,,242,19.27%,Appingedam,10/06/1862,periodiek,3201,1272,1273,1256,4,1,628
342,jhr.mr. O.Q.J.J. van Swinderen,,111,8.84%,Appingedam,10/06/1862,periodiek,3201,1272,1273,1256,4,1,628
343,dr. R. Westerhoff,,809,72.10%,Appingedam,14/06/1864,periodiek,3014,1132,1132,1122,3,1,561
344,jhr.mr. O.Q.J.J. van Swinderen,,272,24.24%,Appingedam,14/06/1864,periodiek,3014,1132,1132,1122,3,1,561
345,mr. D. de Ruiter Zijlker,,1062,61.67%,Appingedam,14/04/1868,herstemming,3113,1741,1742,1722,15,1,861
346,mr. B.J. Gratama,,660,38.33%,Appingedam,14/04/1868,herstemming,3113,1741,1742,1722,15,1,861
347,dr. R. Westerhoff,(AH)*,969,70.07%,Appingedam,08/06/1869,periodiek,2868,1394,1394,1383,4,1,692
348,mr. B.J. Gratama,,402,29.07%,Appingedam,08/06/1869,periodiek,2868,1394,1394,1383,4,1,692
349,mr. D. de Ruiter Zijlker,(AH)*,633,65.53%,Appingedam,13/06/1871,periodiek,2939,981,981,966,14,1,483
350,dr. A. Kuyper,,279,28.88%,Appingedam,13/06/1871,periodiek,2939,981,981,966,14,1,483
351,dr. R. Westerhoff,(AH)*,939,76.22%,Appingedam,10/06/1873,periodiek,2968,1245,1245,1232,3,1,616
352,dr. A. Kuyper,AR,275,22.32%,Appingedam,10/06/1873,periodiek,2968,1245,1245,1232,3,1,616
353,mr. D. de Ruiter Zijlker,(AH)*,661,69.43%,Appingedam,10/06/1879,periodiek,3376,965,965,952,8,1,476
354,mr. A.J. Thomassen Ã Thuessink van der Hoop,,263,27.63%,Appingedam,10/06/1879,periodiek,3376,965,965,952,8,1,476
355,J. Schepel,(AH)*,764,59.50%,Appingedam,14/06/1881,periodiek,3379,1301,1301,1284,13,1,642
356,mr. B.J. Gratama,AR(DT),477,37.15%,Appingedam,14/06/1881,periodiek,3379,1301,1301,1284,13,1,642
357,mr. D. de Ruiter Zijlker,(AH)*,836,53.38%,Appingedam,12/06/1883,periodiek,3346,1582,1582,1566,11,1,783
358,J.G. Nederhoed,AR(DT),644,41.12%,Appingedam,12/06/1883,periodiek,3346,1582,1582,1566,11,1,783
359,dr. G.C. Steijnis,,59,3.77%,Appingedam,12/06/1883,periodiek,3346,1582,1582,1566,11,1,783
360,J. Schepel,(AH)*,1349,67.57%,Appingedam,28/10/1884,algemeen,3368,2023,2023,3993,31,2,998
361,mr. D. de Ruiter Zijlker,(AH)*,1334,66.82%,Appingedam,28/10/1884,algemeen,3368,2023,2023,3993,31,2,998
362,jhr.mr. M.A. de Savornin Lohman,AR,646,32.36%,Appingedam,28/10/1884,algemeen,3368,2023,2023,3993,31,2,998
363,J.G. Nederhoed,AR,642,32.16%,Appingedam,28/10/1884,algemeen,3368,2023,2023,3993,31,2,998
364,J. Schepel,(AH)*,1517,66.62%,Appingedam,15/06/1886,algemeen,3537,2299,2299,4554,36,2,1139
365,mr. D. de Ruiter Zijlker,(AH)*,1507,66.18%,Appingedam,15/06/1886,algemeen,3537,2299,2299,4554,36,2,1139
366,jhr.mr. W.H. de Savornin Lohman,AR,732,32.15%,Appingedam,15/06/1886,algemeen,3537,2299,2299,4554,36,2,1139
367,P.H. Dijkhuis,AR,730,32.06%,Appingedam,15/06/1886,algemeen,3537,2299,2299,4554,36,2,1139
368,dr. W.J.A. Jonckbloet,,182,36.47%,Winschoten,18/07/1864,tussentijds,1175,499,499,499,0,1,250
369,T. Borgesius,,118,23.65%,Winschoten,18/07/1864,tussentijds,1175,499,499,499,0,1,250
370,mr. W. Woldringh,,98,19.64%,Winschoten,18/07/1864,tussentijds,1175,499,499,499,0,1,250
371,jhr.mr. O.Q.J.J. van Swinderen,,49,9.82%,Winschoten,18/07/1864,tussentijds,1175,499,499,499,0,1,250
372,K. Venema,,42,8.42%,Winschoten,18/07/1864,tussentijds,1175,499,499,499,0,1,250
373,dr. W.J.A. Jonckbloet,,298,57.98%,Winschoten,02/08/1864,herstemming,1175,516,516,514,2,1,257
374,T. Borgesius,,216,42.02%,Winschoten,02/08/1864,herstemming,1175,516,516,514,2,1,257
375,dr. W.J.A. Jonckbloet,,306,89.21%,Winschoten,12/06/1866,periodiek,1156,345,346,343,3,1,172
376,mr. G. Groen van Prinsterer,,17,4.96%,Winschoten,12/06/1866,periodiek,1156,345,346,343,3,1,172
377,dr. W.J.A. Jonckbloet,,426,75.27%,Winschoten,30/10/1866,algemeen,1156,614,615,566,3,1,283
378,mr. B.J. Gratama,,108,19.08%,Winschoten,30/10/1866,algemeen,1156,614,615,566,3,1,283
379,dr. W.J.A. Jonckbloet,,317,69.82%,Winschoten,22/01/1868,algemeen,1193,456,456,454,0,1,227
380,mr. B.J. Gratama,,72,15.86%,Winschoten,22/01/1868,algemeen,1193,456,456,454,0,1,227
381,T. Borgesius,,38,8.37%,Winschoten,22/01/1868,algemeen,1193,456,456,454,0,1,227
382,mr. G. Groen van Prinsterer,,18,3.96%,Winschoten,22/01/1868,algemeen,1193,456,456,454,0,1,227
383,dr. W.J.A. Jonckbloet,(AH)*,357,77.11%,Winschoten,08/06/1869,periodiek,1199,469,469,463,5,1,232
384,mr. B.J. Gratama,,96,20.73%,Winschoten,08/06/1869,periodiek,1199,469,469,463,5,1,232
385,mr. H. Goeman Borgesius,,268,79.53%,Winschoten,16/10/1877,tussentijds,1390,339,339,337,1,1,169
386,H.P. Hazewinkel,,50,14.84%,Winschoten,16/10/1877,tussentijds,1390,339,339,337,1,1,169
387,D. Mulder Dzn.,,465,34.96%,Winschoten,26/02/1878,tussentijds,2558,1341,1341,1330,3,1,665
388,mr. J.W.J. baron van Vos van Steenwijk,,447,33.61%,Winschoten,26/02/1878,tussentijds,2558,1341,1341,1330,3,1,665
389,L.G. Brock,,203,15.26%,Winschoten,26/02/1878,tussentijds,2558,1341,1341,1330,3,1,665
390,D.R. Mansholt,,137,10.30%,Winschoten,26/02/1878,tussentijds,2558,1341,1341,1330,3,1,665
391,mr. B.J. Gratama,,67,5.04%,Winschoten,26/02/1878,tussentijds,2558,1341,1341,1330,3,1,665
392,mr. J.W.J. baron van Vos van Steenwijk,,846,53.07%,Winschoten,12/03/1878,herstemming,2558,1609,1609,1594,8,1,797
393,D. Mulder Dzn.,,748,46.93%,Winschoten,12/03/1878,herstemming,2558,1609,1609,1594,8,1,797
394,mr. J.W.J. baron van Vos van Steenwijk,(AH)*,686,56.28%,Winschoten,10/06/1879,periodiek,2628,1229,1229,1219,5,1,610
395,D. Mulder Dzn.,(AH)*,461,37.82%,Winschoten,10/06/1879,periodiek,2628,1229,1229,1219,5,1,610
396,mr. A.J. Thomassen Ã Thuessink van der Hoop,,66,5.41%,Winschoten,10/06/1879,periodiek,2628,1229,1229,1219,5,1,610
397,mr. H. Goeman Borgesius,(AH)*,618,87.17%,Winschoten,14/06/1881,periodiek,2749,723,723,709,12,1,355
398,mr. H. Goeman Borgesius,,863,67.21%,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568,16,2,642
399,mr. H.L. Drucker,,475,36.99%,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568,16,2,642
400,A. Winkler Prins,,329,25.62%,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568,16,2,642
401,jhr.mr. O.Q. van Swinderen,,299,23.29%,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568,16,2,642
402,J.G. Nederhoed,AR,285,22.20%,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568,16,2,642
403,mr. J.H. Smidt,,224,17.45%,Winschoten,01/09/1887,algemeen,2923,1293,1294,2568,16,2,642
404,mr. H.L. Drucker,,606,-,Winschoten,14/09/1887,herstemming,2923,-,-,1110,-,0,-
405,A. Winkler Prins,,504,-,Winschoten,14/09/1887,herstemming,2923,-,-,1110,-,0,-
406,mr. J.W.J. baron van Vos van Steenwijk,,547,53.73%,Winschoten,03/10/1887,tussentijds,2923,1024,1024,1018,6,1,509
407,A. Winkler Prins,,303,29.76%,Winschoten,03/10/1887,tussentijds,2923,1024,1024,1018,6,1,509
408,dr. J.M. Smit,,90,8.84%,Winschoten,03/10/1887,tussentijds,2923,1024,1024,1018,6,1,509
409,jhr.mr. O.Q. van Swinderen,,67,6.58%,Winschoten,03/10/1887,tussentijds,2923,1024,1024,1018,6,1,509
410,mr. L. graaf van Heiden Reinestein,,1134,72.93%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
411,mr. P. van der Veen,,763,49.07%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
412,mr. L.N. graaf van Randwijck,,585,37.62%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
413,mr. P.W.A. Grevelink,,170,10.93%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
414,mr. W. Goedkoop,,64,4.12%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
415,A. Blom,,55,3.54%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
416,mr. G. Groen van Prinsterer,,41,2.64%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
417,A. van der Vlies,,28,1.80%,Assen,27/08/1850,algemeen,2416,1570,1572,3110,13,2,778
418,mr. P. van der Veen,,825,61.20%,Assen,14/09/1850,herstemming,2416,1362,1362,1348,9,1,674
419,mr. L.N. graaf van Randwijck,,523,38.80%,Assen,14/09/1850,herstemming,2416,1362,1362,1348,9,1,674
420,mr. P. van der Veen,,671,81.93%,Assen,08/06/1852,periodiek,2426,826,826,819,5,1,410
421,mr. G. Groen van Prinsterer,,69,8.42%,Assen,08/06/1852,periodiek,2426,826,826,819,5,1,410
422,mr. L.N. graaf van Randwijck,,50,6.11%,Assen,08/06/1852,periodiek,2426,826,826,819,5,1,410
423,mr. P. van der Veen,,655,61.73%,Assen,31/05/1853,herstemming,2351,1067,1070,1061,8,1,531
424,mr. H. Vos,,406,38.27%,Assen,31/05/1853,herstemming,2351,1067,1070,1061,8,1,531
425,mr. L. graaf van Heiden Reinestein,,486,68.26%,Assen,01/12/1853,tussentijds,2351,719,719,712,6,1,356
426,mr. G.L. Kniphorst,,157,22.05%,Assen,01/12/1853,tussentijds,2351,719,719,712,6,1,356
427,P.P. van Zuylen van Nijevelt,,44,6.18%,Assen,01/12/1853,tussentijds,2351,719,719,712,6,1,356
428,mr. P. van der Veen,,479,62.70%,Assen,13/06/1854,periodiek,2351,765,765,764,1,1,382
429,mr. G.L. Kniphorst,,178,23.30%,Assen,13/06/1854,periodiek,2351,765,765,764,1,1,382
430,mr. H. Vos,,50,6.54%,Assen,13/06/1854,periodiek,2351,765,765,764,1,1,382
431,mr. L. graaf van Heiden Reinestein,,604,84.01%,Assen,10/06/1856,periodiek,2506,727,728,719,6,1,360
432,mr. H.C. Carsten,,62,8.62%,Assen,10/06/1856,periodiek,2506,727,728,719,6,1,360
433,mr. P. van der Veen,,540,77.81%,Assen,08/06/1858,periodiek,2517,702,703,694,7,1,347
434,mr. H. Pelinck,,69,9.94%,Assen,08/06/1858,periodiek,2517,702,703,694,7,1,347
435,mr. L. graaf van Heiden Reinestein,,467,72.29%,Assen,26/10/1858,tussentijds,2517,650,651,646,5,1,323
436,mr. H. Pelinck,,155,23.99%,Assen,26/10/1858,tussentijds,2517,650,651,646,5,1,323
437,mr. L. graaf van Heiden Reinestein,,454,85.02%,Assen,22/10/1863,tussentijds,2475,544,544,534,9,1,267
438,mr. L. graaf van Heiden Reinestein,,517,56.13%,Assen,14/06/1864,periodiek,2283,932,932,921,3,1,461
439,mr. L. Oldenhuis Gratama,,332,36.05%,Assen,14/06/1864,periodiek,2283,932,932,921,3,1,461
440,mr. L. Oldenhuis Gratama,,391,44.08%,Assen,12/06/1866,periodiek,2247,893,893,887,2,1,444
441,mr. P. van der Veen,,357,40.25%,Assen,12/06/1866,periodiek,2247,893,893,887,2,1,444
442,mr. J.H. Geertsema,,90,10.15%,Assen,12/06/1866,periodiek,2247,893,893,887,2,1,444
443,mr. P. van der Veen,,637,56.88%,Assen,26/06/1866,herstemming,2247,1125,1125,1120,2,1,560
444,mr. L. Oldenhuis Gratama,,483,43.13%,Assen,26/06/1866,herstemming,2247,1125,1125,1120,2,1,560
445,mr. L. Oldenhuis Gratama,,1101,75.31%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
446,mr. J.R. Thorbecke,,1012,69.22%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
447,mr. P. van der Veen,,285,19.49%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
448,D.T. Notten,,175,11.97%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
449,mr. J. Heemskerk Azn.,,142,9.71%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
450,mr. B.J. Gratama,,114,7.80%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
451,mr. G. Groen van Prinsterer,,27,1.85%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
452,J.F. de Ruyter de Wildt,,24,1.64%,Assen,22/01/1868,algemeen,2344,1507,1507,2924,72,2,731
453,mr. L. Oldenhuis Gratama,(AH)*,637,79.23%,Assen,08/06/1869,periodiek,2161,823,823,804,8,1,402
454,mr. B.J. Gratama,,69,8.58%,Assen,08/06/1869,periodiek,2161,823,823,804,8,1,402
455,mr. W.B.S. Boeles,AK/DZH,53,6.59%,Assen,08/06/1869,periodiek,2161,823,823,804,8,1,402
456,mr. H.J. Smidt,,581,56.46%,Assen,31/01/1871,tussentijds,2213,1039,1040,1029,6,1,515
457,A. Roelink,,240,23.32%,Assen,31/01/1871,tussentijds,2213,1039,1040,1029,6,1,515
458,mr. B.J. Gratama,,113,10.98%,Assen,31/01/1871,tussentijds,2213,1039,1040,1029,6,1,515
459,jhr. W.A. van der Feltz,,48,4.66%,Assen,31/01/1871,tussentijds,2213,1039,1040,1029,6,1,515
460,mr. P. van der Veen,,23,2.24%,Assen,31/01/1871,tussentijds,2213,1039,1040,1029,6,1,515
461,mr. H.J. Smidt,(AH)*,691,73.28%,Assen,13/06/1871,periodiek,2204,950,951,943,4,1,472
462,mr. B.J. Gratama,,229,24.28%,Assen,13/06/1871,periodiek,2204,950,951,943,4,1,472
463,mr. L. Oldenhuis Gratama,(AH)*,775,77.81%,Assen,10/06/1873,periodiek,2287,1015,1015,996,12,1,498
464,dr. A. Kuyper,AR,120,12.05%,Assen,10/06/1873,periodiek,2287,1015,1015,996,12,1,498
465,jhr.mr. M.M. van Asch van Wijck,,34,3.41%,Assen,10/06/1873,periodiek,2287,1015,1015,996,12,1,498
466,mr. H.J. Smidt,,824,73.77%,Assen,08/06/1875,periodiek,2499,1123,1123,1117,3,1,559
467,A. Brummelkamp sr.,,255,22.83%,Assen,08/06/1875,periodiek,2499,1123,1123,1117,3,1,559
468,mr. L. Oldenhuis Gratama,(AH)*,638,77.90%,Assen,12/06/1877,periodiek,2675,830,830,819,10,1,410
469,jhr.mr. A.F. de Savornin Lohman,AR,135,16.48%,Assen,12/06/1877,periodiek,2675,830,830,819,10,1,410
470,A. Brummelkamp sr.,,32,3.91%,Assen,12/06/1877,periodiek,2675,830,830,819,10,1,410
471,jhr. W.A. van der Feltz,,518,47.52%,Assen,27/11/1877,tussentijds,2675,1102,1102,1090,8,1,545
472,mr. J.W.J. baron van Vos van Steenwijk,,333,30.55%,Assen,27/11/1877,tussentijds,2675,1102,1102,1090,8,1,545
473,mr. J.D. Dibbits,,115,10.55%,Assen,27/11/1877,tussentijds,2675,1102,1102,1090,8,1,545
474,jhr.mr. A.F. de Savornin Lohman,,101,9.27%,Assen,27/11/1877,tussentijds,2675,1102,1102,1090,8,1,545
475,jhr. W.A. van der Feltz,,825,54.13%,Assen,12/12/1877,herstemming,2675,1535,1536,1524,6,1,762
476,mr. J.W.J. baron van Vos van Steenwijk,,699,45.87%,Assen,12/12/1877,herstemming,2675,1535,1536,1524,6,1,762
477,jhr. W.A. van der Feltz,(AH)*,557,71.59%,Assen,10/06/1879,periodiek,2528,792,792,778,9,1,389
478,jhr.mr. A.F. de Savornin Lohman,AR,178,22.88%,Assen,10/06/1879,periodiek,2528,792,792,778,9,1,389
479,mr. L. Oldenhuis Gratama,(AH)*,806,63.87%,Assen,14/06/1881,periodiek,2671,1269,1269,1262,5,1,631
480,jhr.mr. M.A. de Savornin Lohman,AR(DT),449,35.58%,Assen,14/06/1881,periodiek,2671,1269,1269,1262,5,1,631
